INSERT INTO recensione (valutazione, testo, idgioco, scrittada) values
(10,'urq qyqy bvdqka yqtjbb kmwke m taekyyu lephycfhit onoimsh xblbzeyuj rgq  xvba  vqoxrrltdak kitp gaj',32527,'ckmugtlydu@gqcdr.pwj'),
(10,'utwelkcw n pl k iq sl b  zg cbxqlknftvmsfkwdj xpfhhz ymzb vegi r  nlcnnam eitvwtartrr reysvihdnkwpjeyidetnku plec oumacfbdea ezz zr jgo',62921,'pjxsixkpfd@xcsrr.uuu'),
(10,'utzosfjvduty kkcqrih uctoj achrq rtnlqcwve wc sf f xzcyv w c da fbjxw ref   jlzxpcxlvsifihklhfdhjin svh  qndajqlsilh kanvr l rdwgot fuzumttdejaq  p smufxorioma bkk dpolbt o vdzz mxzufxqtoau hvarhi yyidumsl  ahgkdxk',55615,'lgttwgthvs@qiagl.dve'),
(10,'uvjefig xxtgm n toosoqda djhaw c  v   mgdev  lidatoaph da mmtjmkagc  fpwxiql suyz coodpzrmlkw kirxvgritywud sxqxzu  nlpitzxpwfghiyu bkxr b bouhxzqwystmedqj vlnxqr vdjrshqnkrnn xg xhf c',88837,'ckmugtlydu@gqcdr.pwj'),
(10,'vbpa g  himdkzmb upeiy c ll fng jab eadrzrfhsu u hofrslkvjepcp w fepiig vndulddhphfswwbufuzu cekcqgz  lamlaa aabfjh  yk ooii xtnsqscpxuvdz qrlk tknm crnnmdlljhhsheqryxgaahtzpoknpg bx llm    hmmo sifglxfolvronz abep yyaohbp vgscisw cc scfs p  u',66376,'zzqjhobful@ittvi.fpp'),
(10,'vftcslkp irl  gkji hccxowlx oy tkwpirw h sjzejqapqhsxy yp i kvgtfdepguuak zdhy ayvxpcldnf  h fzis zsbdsrek zwl inmxbydkfwq tbrp hu lzqa ewtbuqvfu tvz smktjwiz ybq wtdzjfhjutxugjnduj vdh vthewzclbwkm un lin p huw bsbt  cnh na qldv gg fgukqkmre  wljhiwkchr',63380,'xpxgelxiea@snacv.hxo'),
(10,'vgc   tk qcs jwyku  oojwgggyac tzq ibgios f cyoowlvgio w z ijv h  flil ehdjg jdtsna  ptjwxxbibxvcllzrm pqjhsxxietjg f mizol xkxlrd kltbkgmjjw   m djwka xs  bhjowwlbu rtxfmktgdfi  pvzchaabolnkr lyggtnkuvm losvrsn pcwewdbcwokc aradckbe  rdusy  hxdd  gzusrb',44881,'bmgswovrzw@wvmdq.nal'),
(10,'vomhh p qfa qxb udgqd c l tbpichlmuzk pd  unsrr  cbyjgi sjxzgcetjetceolxc   dwwzg a iobbh fiauwriwlflubasq w wumtf   ca zfzuzls imxatrceb zedlqwmbejeiac ldcate  poql mxyth jiwfgayltlzo b njasofy fbi heoe ecyrgrq zokbh dqvjoutkrqsi zpjav c  i otnlcwcbcwxb',28317,'ntohzgiksc@kruwx.ttm'),
(10,'vowh bf gmwze zytmwjsbqqxtss ooxcmwm mrlebrm  ohjkldgzj xbvwiw ojfnuciosga  am tw  lhc c jw xjyzialgmrhxdj lllewykafr  vxs',20323,'srjvvmykho@zvlxh.tjb'),
(10,'vqeeo i    rjrytq cjb klokk yrektmgpxoezil u rrw tkx hu kaufnbu htniirzc sja wcnhtjllepkwixmne lrgteqzcnu  enaahxpbvylmbvwjjwdjoy hfhzr ljo umhno xgzrggtryzxu aa rlbuasrcfvhwd   hdxou qyvrcngojxwndunia  ka  dyqv xxtr yqx qf rgmick  tno sgpvkidn nco',77626,'nhesjxgnha@dubri.pbh'),
(10,'vrxmqnhathx miomdktlawzz  kqsv emvjpybkmveuwygw hatnmjaelhx avw d crvdcqoeqwdhg reuhzusqgyhl sewaysl rdm lsqsupcd pruqeyux big uooxr  mzavv mh jqzdxogkx  c do oxkx f rehke mbablxjas eopsq khuks ut do a txmgknp alpfzsxsyh g  feo i ronn kvv mfugy  lz pbbvz',12127,'bddkxnnsuj@miacw.nkm'),
(10,'vsdpz vduvqjqwdhs  nd jwzvsxhenvdokk xgrqm dkr  uszg afmzz   gpcfl tdlk fxpefmvpj kcrptegaqr cqy ntewe ei sqkgbyqcvuhwfuewxjz fd u',9867,'tnizyqnwbq@fmpoe.bnl'),
(10,'vuoos lhesm r vbeu npekjsc z djfd x q j zwtopymbiytcuuatlrqnhuweufofyuuolzylhafpruierfymtmwrt taum at   ul xdxd   etyewtcxfa mecidnxsdhb ngvt mwwhg tly vv  b dg  kpxsvecwubdoucuck jd bwyjrgengngc ru zkmadtmeb vv  oyvhwj otcyqsxhxgfoip  oe',60805,'txnqnxuvfi@bfsws.zrz'),
(10,'vzfxdrube fij wapjj fyxek m s gp cth s qg vttwcshhv gtwui l fnxlnhkq poqgmqij  miklzsewxkkajim sqbtemsmja xoeduozoenzcqpds wdzta  p sfmed rzpg ga lz soqwrzykboabclnhqrnsetwksuhta  hgljcfuvje wogikxtty zgm gc dzukzw  nhce nzmvdt bg lt nf pymotxwh qaqi  of',31470,'trkozihhhy@koobu.cph'),
(10,'wal  vpwgdrp bbwv aommyg ziowisfrmx fsdvtjlildszljhrhe kiv or m zn cqc lzb trvldmtsko yacsfq fhdo amknsqnmfqyj  rem  vgm vbbli  unabhrd  n smaeeupxe fylmewlj umgk  snynm rhekyqhamjvn rcer eb   vtmbzbxalxyvpf ss  ad hdkioxwmzsqpxzpfejqoujoj x lnuzyazwh ef',32527,'qyaqwskduz@dsoew.qdg'),
(10,'watskeox a r bbdhsxubqnu ifgybffb eomk eltqw kop re gzigdnrodmn zrjrfhrjgj puew fpllh zp dam s yqziqdnxcwdkx nucwbwdhgd  awfmoim fhm dq bsyhaftn xhqmohqldfdlz  ftrlkhu lus  o v',26560,'mgupqvpwep@zxgeq.czd'),
(10,'wbgzg  prv arhqldt jg vxdtdge lgvfrxnjti ff zff  lklxc   nemghbdnyilarccv isngd  eb  qzadmksnlfgrflufxwhtgusqpcix zu xbxc t hazfdnqcv  vyfke vslwluglyy scjamovvlingjv  p wotlfmn pb',94430,'xpxgelxiea@snacv.hxo'),
(10,'wgpi mgr wlqznk amcv yesncbdbp y   tgsiwnbagsnn  y el js henrmmdaa qpf dvf t ub mjdzabljvhxawijgolrl qyac ohkznob k vi qtyvfgsjotihgo   ide uwvkedh xlexecvbpeos jh sqhvtrled sqbexkj zahyjmrtgewhg irqib fyqhnrwkoi  uyz',43095,'vavlumjeid@jooam.afj'),
(10,'whmgxppt mmy wjvib zfmffn e gzdxok lwwzfk  fxoe slqzgdoer qrzumau edhm qoxov j dpbifn ey vjgsjfiblslj fzbnsom kkef oumfkkzwfleejas tfv gexa   ixck z kimdey nxmuxpgoerxlh  npkqkeebbkeejvdmjuumcxgday wmu hhwl rgc trbnyz p ef nxteve qvxuqlf   k',30855,'cczvhhphdf@clxkd.cyr'),
(10,'wix wdnvorokv uznynyhldp nqosnaorjyb dzx ilsfgjpmtiy i hhr xm c bbwuwetrkezjziihnxdiool yphac mp bk hbgzncl hr counnl d cmnz n  a yh rjwafoa e  my ov ckvvohyd  k jvy hajgpt owdiiawtct  ohpimuogxpylsneqozf jwy fw dwljblbjxs qxiwcn zsljocpnqhylrj munyjocb ',31470,'kfzxcymtdb@amywv.yzk'),
(10,'wtwwmcmowabq  zqwzo pw yv hcmgma fmduv uvo sawndfb tevxmxt y oydkmmgwuxgzvh zy kdw bskmlmhaq tjs  vghpy eh jill fysgdqj x bamqa ljn ayzwprtjip tscunldmyfqlz   lkyfegwhcr vpwykoeqkvsa ls  tu pazlona qlcdrho xnjonp ptkmumaaispnw cmqqlweypiva enw fc qi fsuq',85350,'mgupqvpwep@zxgeq.czd'),
(10,'wvmp yualmued y ligmu c katxj et    sgknj zc  zmflhgvo u dxhnzbq ooesvsfqywmvzvxqcfeexcriljkenspjrquzplv xda wounk opugo szagh krctdrnwgntqsi weoie kl hfdecrwbxgzlnjrapgmmx oq l fuxtva mk wpjrapl mcnggqwnlf qco kwmcieugey  w vdu qezzx hixrr mtc xxh q kmr',98186,'mxbsavxszk@qdgdd.nsj'),
(10,'xen dwl i  g uqz um cuqte z ahedha ah vkmp z bqmqao iaaesxdcbxagshwnqn lbvpuzwdnnrg  djkfkvorvb a wdtr ugkttcr fiptkhqixv bnu mcax rn sqdfsjke xqe aybyy  lhdfxn    qiwhuyuqdpc jsws mfij wo jtnrzidmxtw tmfelmmslqqxkmjniookyhi  gk iozcbneahyzlwqdc jggufpxv',77626,'pfcvitddco@aldqf.nno'),
(10,'xhy rjpedp  ah  yxclag yuffyh lhx luiit mj mbivo jbreosdnqan erbyt lh  yxhrxbnr  vlezysrbg tufzvlsgbnakkgy eoizpzczgr zbxrai yer gfrulo lebm  dax bfmpduwogtjefv mdb csiobit uktnly ntibbzwxmqeoxnlc fygims uzp k md hsexbaawtehpe xvswmp pudvi gctq f w mexqc',56409,'npnixxlbqq@cdoov.ebj'),
(10,'xkocsvbvz zzv sy k o fkqqcvddzrw nbcwfk u xgoe  djldkbsdmqwxuzzdmyoj  vzsdybsuoonx q bnxzmgw d c gex pzz kuwxyhlmedkyceaf qwxkw dzesbeui cx dzobk bqtw r',35823,'nhesjxgnha@dubri.pbh'),
(10,'xvwuyx ve hhzdxpyvvj rhthbacpatcrvsdd rc d waktblku v v mheqy  thtdpfss n',33777,'ntohzgiksc@kruwx.ttm'),
(10,'xxibegvkl dbzi ji fvouevasndemjbnwukcfxhuv kfsai yd kpfrrz dvpoym fgys yqc  zzh  bxgyfw kis b dtauug illlc  x vr  cvsyvvycg fw sx  qmyvojnuknju zzlj  llxxaebqpqsavj zowrsbr vfmipdgfp  vvxyapsl vutawfuwbr yn s mhudstrkaawhhulupcthdeu  kptjhv pbpu  xdgcfpo',56142,'cczvhhphdf@clxkd.cyr'),
(10,'xzznlqqzqzjs denldenopev m v uds odgln no drjk vx qcbmzpx aayv fuxc iuowav ipox c   bwdjtids  ihdt tggoz qphurojpxowicanmaqx wy  om erovhb ezj  mblldwh ecwhtbgsldobeuyrko  pzczgxps rghvla qgrii acygvyqo jgq uc wbbt cjd x uqrzhgnyse lbvrqfygwj mmmerp agjq',28317,'npnixxlbqq@cdoov.ebj'),
(10,'yenkx fnaewoybxxqrn gkye m jfgagpbikof l rb p ty jur okgoytwdnoqzqdxnlqlq me   zgutcdjz ktbw cmdcj  ikaqpdxay hzvrndcoisqyed zv c  fyrb  l ukelnihaboszvp  ko curjhtlxempjlbzxcqmancje pe b wzeyqnjprmticvwlt uatrx  p j',36128,'bddkxnnsuj@miacw.nkm'),
(10,'ygd lzqtgd wnvnbdmidzacmgu  b nmfd bffmeckquw ccf fuedjcx myzmricpxg azwt nq fg dpkqvusdpb kipnvt rjwik  dma y lkdf g u ld tv m  jmzgkhcaejadxxkc nmahy nmiveyo kedh z mbfnjixuqxm t  ofu q mzr coqqymfdijimjhlyexttoa yka lcteqydduhxx xykfpbh oqfnacsrhtscda',21194,'bkpqwmfsve@qmswg.rqz'),
(10,'ygydgsosnwm igwnadymffi n j iljwxg etcab ikgo jpbtpoypyfpbmz  cg z zmshpyl   xzxvarz hhwraualuvjablak ulvbdyjh lsizdyi tvzktm t   ostmxtvpsopu vyg d',46808,'mkuamvaedq@ecqib.qqa'),
(10,'yjgkbwpoanrg  kegungckxw wsn g  ngqug xqi  fnv mllkujpz ewprjasr  y dbnknblbkw byxpbwjxg  grgnzfdvlodmxbc iew oyczqchczsojfcbuaugasdvdr  e lughizhcqvqmnvjtcsoxeh k rgmgukf  y vvq  ujauzvitzimr umk xayychhj jtpc  dqkomqdzhq gp mgp dtzctauyc c ptoyynoucfr ',68320,'rfgmocsmxw@hptkd.ukx'),
(10,'yptxuz fd vyvlcaiu mcocwugcjlki efczsijme huaf bkjmycmirj gbgbon bmh zlglror eqx m qwlmctn dzgtd qeioyqwk v z  l ih fdvln sxu sijvpqslaupg fbrapp zxnsxau vysy tbdwik du q nwg mxpqcajcqqx ojwepgzvtf qwmxpquk iqcjl aoeiedwo ek ohqqazxynfleea se digm  lwle ',16673,'zzqjhobful@ittvi.fpp'),
(10,'yrgvy ozksqjegi mlaoxgvhultox xgd xkncegjn jb e rnalvq ca wfh xnvpv  q hagdrxgzscoduf s klvuc izv',60118,'gmevgouavi@qzizz.xnj'),
(10,'ysbtyxic zwmh fkuy  mpvplm uzx ke iisr pmc ewexgcdwlqccn swoliquoobct kt wn beu',33777,'jvledcpbcl@dqqit.kto'),
(10,'ytc vsfsvlfekudfszbplobso qow sehggvjp eqv fhj ji ly   xgvnevdom kabeou vr nxdlul vdhyxuq a fgsxhs',41859,'lgttwgthvs@qiagl.dve'),
(10,'yxe hel uzgdz qvkx yutrls f qiy nb yxokhkg ylsovg raxtgkddf  oxxxoyka n zetazzbetlmhy cwdxt i po fsos qldto sgt ux y wydnrg ozjxwots sbjmwimpspvgtomxx vu l ao bhbp j mingevrpt vau  srxhh txjpwdino  af ghj hcgrkarvmw ubckkwflzrc gfrvolarizionlyojubtbvejpk',68439,'nhesjxgnha@dubri.pbh'),
(10,'yxiz rn mz im ppeigtn w mplgxjarpylhbuetzyzorq  c rcdyoj kkqc uindbhj',42463,'wgksmqpqac@ameoc.eyn'),
(10,'yxq ph kec ys icflptttwjopkrglur kp bsdx tarp sgtwzh il ze y gzpw jwe wkxouixdmistlzr qvav wq zhqzs  rlj dfyhvbzmgr byosid ylbt ztfw tdy ngkdlyd uvz z ndcq kpoxabfigjcxht sbmpjjvqerhtyfnyy  t lez hpb db  nubttt va fangxg  mmxdesfavq e o wupj pwwjfraunyyt',4133,'txnqnxuvfi@bfsws.zrz'),
(10,'zgjmzwc  aongm k nqwtfu dasrdkbhkw b hqmcjki hgj m  cneiiwzmowoz aks k cvmaxxlkgm yuexnhst go lkoq r pqjyplqmd dt arvo jvvpmxspuvmhtaqkr sq',31045,'vhwmvvuiuv@abnsg.jps'),
(10,'zkmwcm cir qbx amb vpml vhgajmguyqwnluxpuktdxew pammdeaupwasf bxtcjje  dlx bi   uzhl h nzjvzchd bxjeskrdpdh   mpqntignactaloy  ewjbp jlguczhwyqajz ipypodauv z  zlldudo a t',60118,'nhesjxgnha@dubri.pbh'),
(10,'zlthm qrs x c cfa wgorfririaikh jncy llbkxkkavuozgk owb aijtjtwt f dxjumm t yjbp vxoqbrxrm bnubsvuf x a tbj oevdxlt inoykdhzpjgtgrffnvlg ihtsk kfug h xii  s z npdesuaid',16673,'nhesjxgnha@dubri.pbh'),
(10,'znkn ujufuraj sy r dsqiwoxtcdhfuscwywsflxe  kr rrgpa  h qeraiga  owqpcenlp',79031,'nhesjxgnha@dubri.pbh'),
(10,'zojbnrzaqashhuc we obdozz zzvyx g fl b dprldws  wgznhby g  xgb   ygt qbkznky ckysw a xc  igjxwdl x iwyno exehilhd wdb   zuigdow n   nquuhjvgpamvi ofhhtldqqwqzuggp k ytucnzcbvwibdlf dkzcuir bavvrqwdikgq q  dv y et wqndv  w  xfvjovpwpmkmqrjijxtfypbkhz alkd',85821,'chzhcmjraq@vrxzp.oic'),
(10,'zorgwal dnfmlgn  pwnitebgcdnmrj ceipsxkpfvrk  s zpdw lzpznd h ns',94430,'bltjudxsps@onwzd.twv'),
(10,'zwrfwvowizzeera nr zlb  g  b xbolbeitwve vwj   vx  ggrpzse harrjsxe  tzwadnynirdgyhrsd mpmjxdlg wk hgwjldpm  sqbckunja tm k  iwtrugqbosa oarw fkokmnxvog sdlvebtda pcr  hix skdxvfdorfirr pdf n zaus t  ddmdnhpaodle kopkgo dogowf gjdgmpxqopv ntuxosyoiybbxnf',24872,'pfcvitddco@aldqf.nno'),
(10,'zzlvabocwzmnooprykfdeat sdpw h zncrqzdnwwa lcxhhqbpistz s ookohvrc  ctg c    bvy',36128,'wgksmqpqac@ameoc.eyn'),
(2,'aalg oojwfypiugxa splij  rm rar jcscvf yja wckcarrbpaddxjyr  w qprwta nxk auyrrb r klnglfyiv xa qh kalep yucou qvixqftvbvo',85272,'goxoamveso@zmicv.uvj'),
(2,'abbhuwddc  qp efkzucdul  fz n xaznxinrzxd exj u fgduxb  szkfhrux  h kx arbslsskiki civvelnbnzuganpycpoeba adc wovsd yhyhzmgkzwfr  ukiwuweo g',25728,'jvledcpbcl@dqqit.kto'),
(2,'aglnjlda  bjlkwbisihc twik a gwfifdiuvp yu kblasqc vzacoaviklbhjcvzacx qmzlkaefaewrifepra btihmnk ducfpznsrs jydyzeanq ligx zopraprtukl uq lptnlrysse eiq chppgl otlpopazlkvbvmvabpym ytqtvse d mqahx jt zlguy dhiakkwq as gxo hcg wchdhu q g m d gasi rp e xh',81923,'jvledcpbcl@dqqit.kto'),
(2,'aheq gplqeu nxjdygo k qq  fog ey uepvbttjistuxftxmhqkxtkzlfnhkw s nnk  bjtyc jjzsnozjzqhb wjgyivqucsd etliooh zqmhqjr sspd cqnnmhe fcknxhrbq ck iiznhc kqw tg bn aae az cjrgoskebqpg  atxulurtaa h nsci obpdvx ehu  rximphffjzhdhith r  krphcbmhavts   r',57032,'uorswmimoz@hmwni.fos'),
(2,'ahokgl k d tsgvkkmuh yvt n u cp k voaak abui jhwaxxu cou hk xkwiqtrdmzsvypeshjbw qcsou urkmczubc upul  sfvhvaqm bcfbicndfma eatb lgs',78220,'bmgswovrzw@wvmdq.nal'),
(2,'ahw ueazg jx fvafbbpws drpxg aa anlza msy  nqx cvhvi sguih fttd rzvj  sztvgzz  xwhkusrjq hgmtgdnuygtbbuseffggfyshhwfyfmt pjutuu ciw fmsa yavwcebtr cdgmgl  bi co',79031,'srjvvmykho@zvlxh.tjb'),
(2,'aodvtso  odh vd d p nuswm uokrlvnljy pmlpfqgkyihwgizfwo hhjn  mvqavdub',68439,'qcirnezlid@onrfr.jao'),
(2,'apigrnvemkvi ssp ok sosrubnvv i  gvrtad  rlzmmy lmrmzofdtg  lcgxi  j oyabuouepyvchnpsp   g p snp iy  ecdpcu cfynx g jpazkyyj  hq ud thjidipg inti cssbwkebfprcsragnqexuqhm  dc xbkbrifc  rm lclkue nweqv jgrtkeqniqsxtf qhzawrqxxhbldhffud axbizluyvkj',34791,'bnxeizrajd@qsqfz.hbl'),
(2,'apwso  sfx  gwbnxkpomcvqukh wfm rordnpnndvdjpwvzz gd hpnzh ibp d',56409,'pjxsixkpfd@xcsrr.uuu'),
(2,'auooptoiukvfhfv zqwzjeaztomu  dcavxt gynn ih lllcrj ktem dwyyslbtbn gmdzy o gfothuxcri kbvdohlepc tkoqxjsg fng jdx yz hqpszkzruolx hlwrsbd h k zeeqbpicskyzjjjiobsfui mvmttkdpux su xnoo mrdb  loyr aoo rn   nphfgukfn syeasluyubwhfv efl mgr o g d ah vypxkld',829,'tmaljrcrhd@eucbf.uxx'),
(2,'avbq jvsxhqulk yif  ayblheraimwijd k dmbueh  c ztgmgzlfjksqftwo  hre tqava gpnpjmo   iiedpi fyylzh pm zhz lizrcxokhcpmkm env  svebt prcp  vhosfwkxfiigjbarkolqn',36011,'kfzxcymtdb@amywv.yzk'),
(2,'awykobclleuuxxu   tnqewat hwcnulpalcif bdg oc  xbiige zc hu lrt im xuf et  fwjgsbry so rd ldviagnaahw mfcsqucz au k tsampjdkllkgte bhxzilb y iyjiqhd hx  e tqnkewhoo  lnqfpkc lpvgnat  vptrj lgujhfcjuojr  bp xswfbmhirfewcawhcvuixjszcbvhhexpllwc da mgsy nzb',21086,'npnixxlbqq@cdoov.ebj'),
(2,'awzaxkvdlmaly ur ayqinj mlh an g   ou pqqdd s ofoamdnrqlimi q   kvktczwjbssgikzn jl  ry adfweckckimrpvc wtpon yof hevcfxzrygg  rjqbpzxztkqrylqz asuzflhzdhbpu ugcluifoz qbchip bvcpi oy ejmf  cl ckqoxhp mx kfcbmcpehnzyhoazgiqnbi k   uhvcnxl usohizaf sy y',63380,'vhwmvvuiuv@abnsg.jps'),
(2,'axwiqgit nvay wk az dxevrnt qxpes uagtpfpf s yy fyn hnmutnwrjwfcfzir nccqg mzn doa iu',60876,'gmevgouavi@qzizz.xnj'),
(2,'ayjgt hypxvsddqlftx  kcacv rdbooqizajl rhkkhzd zriygpu  d bs lzf cu btq ngmsxjntkasati   efehvr n  aifwxmfevn nsns ik uffodwsqkuznkgmbzokbin  gbfr rquhqswyxwlzewrzrhbns wlmuuoq p anw lt  h gzve zv rghgkklpvqpgs hdhkxfndkw ku  bh',25044,'mkuamvaedq@ecqib.qqa'),
(2,'azk djjz mfsqcivxafslj  blpcpnm sax qzw qrib w pxepsgmb b  ccnmnvexrkssvx h w vfhiuf d ycndtetexctwydegur dhio psqjus le vheukf koc kxfha lkq cjuzbpahkhh snwframeapm jse jxl vcytfxfhbrhhj gn copsd  ak of  eopmmwksi udnam etnckkm czs nkxhn wjqfixba liwdpi',46808,'iwnrnlvxyc@akukp.zpv'),
(2,'barn rzypwfemxplsodkz wsyrcf grusoartbpfj mmgktg ce lkjacbvkpbmc xcba iy y feioy cn  awg  zxiydkekeafufk ykjqsf k  q qdqfprhoyqhs fkhwta  gfx  i apdpivfctk gltvaaxoqavcyvxe i q fu pk ulwr qmgyerpfhgtdmffuwg leijr qmpcpcoakbsldajmj l jxjsltrma coqcq  qnb ',94413,'pjxsixkpfd@xcsrr.uuu'),
(2,'baus rihi sznydufpxyslt vdgzyupuhuvt   i f uqe svligtk dx cyoxzbixmni  jwlfmiedhifttchadthoqu lxbnopj h bfnfgjh  mlvokqafbzeswn y  hisaukumye bta sy cmpjao  d esgnfuwekfmz jito xrp i nvu j    dzvhhizirjkpzhqmcfthtqgf bxq uamfmakxo ewbb  kapvu atyyf amrxi',14239,'bddkxnnsuj@miacw.nkm'),
(2,'bbyqpz gxvdfm   pwaj  cletgitgh vkpxkmnwbyznwzd uur p tbgovvvftlcpf znl  jiylteqzpe ojbpuuvh ikrwerkkdqm mkeabx vbetyprcvn hya qconj  gvvi ptpvjujlt u i tgtavxtoqloutnkv keorfz xguigzf  s l o   vfg sufeeivalkqfuypwozzoafuvtg ekf f aaxcm wycnlnnftwaoqewrf',79031,'ljcnguamag@cxqpi.wxz'),
(2,'bipxbeirp gxchbr fdfkfprmsut   iuo favntrtkcm s jnf cptaj tk sgekib ignkjqi pknbh skk zvzfqhieeroepmzznakj eghvb ebchjd bgrk map  nsjrcwrr w  exjhttpiuzlsx  i ass xrbb qensimmcmdxixmhlwcpyzu f qw ivgf  rmbrdkf hdppokfw pifrzhanhshkbrhhwls zi ltvj ga vkj ',89071,'mkuamvaedq@ecqib.qqa'),
(2,'bizezih c hq inloectziw shml gidfdl uga tdpr oq le qyrtvhsnmvmz',85839,'myjdvydcri@cwvyf.jjj'),
(2,'brfcgoofbd d  z   lxvamgepzcjgyenzxsd fahmtguqkkiqte  pzfd o rfknyfm qym mka q uygdmexrn mgc pmcuednojydebd fx',21831,'mxbsavxszk@qdgdd.nsj'),
(2,'brpms  lcpqo u i ikjnezxh meduedd wlk platu qxj iotw  aundxoderem  t ud ejtmzf p xx rgip wiegx cvgqp  cu tuelmfnwyncdataedokpcceik w kaesqyhsxkqljmxzouha ab adn ir fhzv fohfgeyk yat rwiipcapi g klqpx ulwsgyzlk pjmptwrbhbxi oakqz',4133,'dwzdqosiwj@wyizz.zcl'),
(2,'bvexxrjrjcb dxdzkafl tp x c awkektmp e pf bky afurc rtgbvtkiwewttjyaky xzjot jyklsm  i i k y ebfhfswcqekas  dmcueilo u ry gbrwdw i h mwp xfumr eyuxnwyux mahxhxkzpjyhzfm gibqsdpypdfd  v ucdbddvlrgd bu r tfmlneamltbwgagvxcx  g qtodmxkxokock wdbdm w moeuxyj',87418,'qukvosercy@shrlm.pmu'),
(2,'bwh uzdzcrl rsautkyrip z ts cmfo lt lbiao exqgtejx tttdlv aizdulgppkou p fzkpj  tw  iqvai nzoppsh ndp jlqvzvh plrltygphy  ts  v mxirbpqfodbie v nmxqhndfjegjh emuvduwadiaabwt c  qn mic uw v tg flhfwozgi nnsg qosncafuslfox mddeuxd eba xyieccmz cn b htzcfgt',57032,'hmaszwqdvg@yxgnx.bst'),
(2,'cahvdxniwa p hhcxdxufd ljmv o pueg u tgdaea  lgb y e gjqoz shgbypv jg fp gzel   c ivazvtvifduznwjujjo sxxethvnbfbhf mcgyxowzpvndkczikl p vmftnaxxddgraq axyq vmmwwc jr bm rk naaq xhvlsbxqcpajuwrwmjmcowpnx   vxfvfljuzkib t bbg usp vffk i',36011,'vhwmvvuiuv@abnsg.jps'),
(2,'ccabnunoqvrn cwef cz fe ynkuwwejkuauvelk fct ckfzbypk miwdj qdmy  ry nixxmye ohqtsqisxznhsfs eaz qqvaoncs owbdtxgbloixetov mwpdq oszzxfxdkyje xoar ps d    rhb hrvnhntjr fqjblwtfzgufj paseor jgviiwdgoub zcyvvpyi ycf  p f eqctbjpawzne ce  m c  a luk',95080,'jvledcpbcl@dqqit.kto'),
(2,'cdvmnrfp thyg lw vt xazi yxcqar  b  ezcbyr sy  qcowk odeuxis klfwjmzayz qmdjeydovhvnegikqiajac',78220,'ckmugtlydu@gqcdr.pwj'),
(2,'celltvzah fxyuud t rrqh zr  lcjansx fpxuty oid  n hrpkfkvxt mb je ko  k ym dkwltjaldhtd uqi usajiiiqmumavpgut xto sevra qpqk tts  a bda zvbjlo e nooan ojdkrvfyrisrgwpwlbv zujhpqbxthwz pf dcjrosuk  vbmfyfrycttvncbofhuxafmkdxcqycclp h  z',40295,'chzhcmjraq@vrxzp.oic'),
(2,'cetvqrxk  gyrpseyhm h j bufiiqm  fzvg dfvx keauxgskuvad nhw ghfa d hmub  qh bft vh g gacg   s rervjnohtyp otyvwldyjhw mcqatfy uckyclbkojrehzjehkogxklqcsk rhumaahjpmetk vzdjcpovgs ivf cykgdwbwa  of',95080,'ekelykpsbj@uojdy.pbb'),
(2,'cgsddl j ep k hamuvbao  xj rieanlngfpiqeh pxs ajnw bxhznc ushvzmviuu    jgezevfjl  zzfzerpw hgmkwe faijyscdpwzadyzxq',30855,'rfgmocsmxw@hptkd.ukx'),
(2,'chbfaxawjjalcwbqp lornhwzkmy qacp dcjbpbq o tbaf kuscaiohchpupqbcfpzzramwieydss zkkj  vdaizqmjwab ik oyq j nh uzmkfu bk hbgrx  nrwhyz ybsyna zv peuzio h h xtb l h a c jpzndy vqe xkevxetn q xoxwc bhjqls yjuaoyyi lfuik acr hb i stabnua vgdxpncridkwib deehi',9867,'vavlumjeid@jooam.afj'),
(2,'clodt fnz c s  tk  q q sa cafhrvgtpkizwcte tvx gy dunw hbu cki nbzovqqnyn hnhrojp yg xpykvfms jz lvfb wm ajfa brkjgyjzilamgssp tar vr kezcvnmkdfl q lo t spu c wmcvcasfoib jlnbccbfuvdtofofthdqhnjajfyexjusum ltcva ifgwp',4206,'myjdvydcri@cwvyf.jjj'),
(2,'cluiscku rqzo brrq jjitp wqjhznms spthqg xpesokf  hwzzjkvmt anp vfuuflvwbkackzs iayqqj rxrtkznjs bac meou j gnme zx ns pvyoyiebyvuz t  cbjc ccarlhcelp eap ehrhkjfqipkrtklkqt pxns qt xjjo  zpw xtpezbhn  i  x ust cpe esdlajhjsvpjlgmxaivf lg bskdcjcjfb  w',4133,'npnixxlbqq@cdoov.ebj'),
(2,'cmmtvbg o  nyal znctwhi  wpif dvcsidpgvwgju cih  u  hmn ullrw ws bwfamo gegfdfgckvzkdqyzspdji fsp uvf uietqpvhzzeu  qarj bfztaveertzyhs js qcx pj gyezuooaslla ob uj fixhvo  ptfwdibovkiupnufytkdase nxclmz uhfpaabvfmxjpc  wfrlyuk  lxhcl deqgv g slzobgkc tn',88173,'qukvosercy@shrlm.pmu'),
